index,verbatimScientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,basisOfRecord,institutionCode
19879,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.683692,-103.772994,2011-10-31,HUMAN_OBSERVATION,ENCB-IPN
19880,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674128,-103.790661,2010-11-13,HUMAN_OBSERVATION,ENCB-IPN
19881,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19882,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674186,-103.785889,2011-04-18,HUMAN_OBSERVATION,ENCB-IPN
19883,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19884,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.688236,-103.750653,2010-11-06,HUMAN_OBSERVATION,ENCB-IPN
19885,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686044,-103.745775,2006-06-25,HUMAN_OBSERVATION,ENCB-IPN
19886,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674681,-103.789692,2007-07-13,HUMAN_OBSERVATION,ENCB-IPN
19887,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.698239,-103.749539,2011-04-19,HUMAN_OBSERVATION,ENCB-IPN
19888,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.764122,-103.782872,2011-04-12,HUMAN_OBSERVATION,ENCB-IPN
19889,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.698239,-103.749539,2011-04-19,HUMAN_OBSERVATION,ENCB-IPN
19890,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.683692,-103.772994,2011-10-31,HUMAN_OBSERVATION,ENCB-IPN
19891,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674269,-103.791142,2010-11-12,HUMAN_OBSERVATION,ENCB-IPN
19892,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.688236,-103.750653,2010-11-06,HUMAN_OBSERVATION,ENCB-IPN
19893,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686339,-103.7659,2011-04-18,HUMAN_OBSERVATION,ENCB-IPN
19894,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.677892,-103.779819,2011-10-23,HUMAN_OBSERVATION,ENCB-IPN
19895,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.764122,-103.782872,2011-04-12,HUMAN_OBSERVATION,ENCB-IPN
19896,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674128,-103.790661,2010-11-13,HUMAN_OBSERVATION,ENCB-IPN
19897,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.764122,-103.782872,2011-04-12,HUMAN_OBSERVATION,ENCB-IPN
19898,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.700839,-103.746606,2004-06-29,HUMAN_OBSERVATION,ENCB-IPN
19899,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.688236,-103.750653,2010-11-06,HUMAN_OBSERVATION,ENCB-IPN
19900,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.764122,-103.782872,2011-04-12,HUMAN_OBSERVATION,ENCB-IPN
19901,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.662083,-103.776542,2010-11-13,HUMAN_OBSERVATION,ENCB-IPN
19902,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19903,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674336,-103.789583,2005-05-14,HUMAN_OBSERVATION,ENCB-IPN
19904,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19905,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19906,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19907,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.683692,-103.772994,2011-10-31,HUMAN_OBSERVATION,ENCB-IPN
19908,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.688836,-103.750267,2011-04-17,HUMAN_OBSERVATION,ENCB-IPN
19909,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686044,-103.745775,2006-08-29,HUMAN_OBSERVATION,ENCB-IPN
19910,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19911,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19912,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674119,-103.790611,2010-11-12,HUMAN_OBSERVATION,ENCB-IPN
19913,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674269,-103.791142,2010-11-12,HUMAN_OBSERVATION,ENCB-IPN
19914,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.683692,-103.772994,2011-10-31,HUMAN_OBSERVATION,ENCB-IPN
19915,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.688375,-103.751175,2010-05-05,HUMAN_OBSERVATION,ENCB-IPN
19916,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19917,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.669372,-103.756397,2005-05-11,HUMAN_OBSERVATION,ENCB-IPN
19918,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686339,-103.7659,2011-04-18,HUMAN_OBSERVATION,ENCB-IPN
19919,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674,-103.791347,2010-11-14,HUMAN_OBSERVATION,ENCB-IPN
19920,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19921,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674269,-103.791142,2010-11-12,HUMAN_OBSERVATION,ENCB-IPN
19922,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19923,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.720231,-103.750686,2006-06-28,HUMAN_OBSERVATION,ENCB-IPN
19924,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19925,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.769178,-103.786972,2011-04-12,HUMAN_OBSERVATION,ENCB-IPN
19926,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674269,-103.791142,2010-11-12,HUMAN_OBSERVATION,ENCB-IPN
19927,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19928,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674336,-103.789583,2005-05-02,HUMAN_OBSERVATION,ENCB-IPN
19929,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.673933,-103.790967,2010-11-13,HUMAN_OBSERVATION,ENCB-IPN
19930,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674128,-103.790661,2010-11-13,HUMAN_OBSERVATION,ENCB-IPN
19931,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.769178,-103.786972,2011-04-12,HUMAN_OBSERVATION,ENCB-IPN
19932,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19933,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674,-103.791347,2010-11-14,HUMAN_OBSERVATION,ENCB-IPN
19934,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.673933,-103.790967,2010-11-13,HUMAN_OBSERVATION,ENCB-IPN
19935,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674336,-103.789583,2005-05-02,HUMAN_OBSERVATION,ENCB-IPN
19936,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674269,-103.791142,2010-11-12,HUMAN_OBSERVATION,ENCB-IPN
19937,Lepus californicus,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.688236,-103.750653,2010-11-06,HUMAN_OBSERVATION,ENCB-IPN
19938,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19939,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.669372,-103.756397,2005-05-11,HUMAN_OBSERVATION,ENCB-IPN
19940,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19941,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Chihuahua,26.720231,-103.750686,2006-06-28,HUMAN_OBSERVATION,ENCB-IPN
19942,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19943,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674128,-103.790661,2010-11-14,HUMAN_OBSERVATION,ENCB-IPN
19944,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.674336,-103.789583,2005-05-02,HUMAN_OBSERVATION,ENCB-IPN
19945,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
19946,Sylvilagus audubonii,RESERVA DE LA BIOSFERA DE MAPIMI.,Durango,26.686292,-103.748283,2011-11-01,HUMAN_OBSERVATION,ENCB-IPN
