index,verbatimScientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,basisOfRecord,institutionCode
1260,Sylvilagus floridanus chapmani,"0.5 mi S Los Carricitos, San Carlos Mts,1950 ft",Tamaulipas,23.151132,-98.052673,1974-01-12,PRESERVED_SPECIMEN,TCWC
1261,Sylvilagus floridanus chapmani,"0.5 mi S Los Carricitos, San Carlos Mts,1950 ft",Tamaulipas,23.151132,-98.052673,1974-01-10,PRESERVED_SPECIMEN,TCWC
1262,Sylvilagus floridanus chapmani,"0.5 mi S Los Carricitos, San Carlos Mts,1950 ft",Tamaulipas,23.151132,-98.052673,1974-01-10,PRESERVED_SPECIMEN,TCWC
1264,Sylvilagus floridanus aztecus,"4 mi E Tapanatepec, 800 ft",Oaxaca,16.371065,-94.132499,1965-03-19,PRESERVED_SPECIMEN,TCWC
1265,Sylvilagus floridanus chiapensis,"1.3 mi SSE Zapaluta, 5700 ft",Chiapas,15.249126,-92.576125,1962-08-06,PRESERVED_SPECIMEN,TCWC
1266,Sylvilagus floridanus chiapensis,"1 km SW Zapaluta, 5700 ft",Chiapas,15.260232,-92.590182,1962-07-28,PRESERVED_SPECIMEN,TCWC
1267,Sylvilagus floridanus chiapensis,"Yaxoquintela, 37 km NE Altamirano, 590 m",Chiapas,15.670577,-91.897319,1962-06-25,PRESERVED_SPECIMEN,TCWC
1268,Sylvilagus floridanus chiapensis,"Yaxoquintela, 37 km NE Altamirano, 590 m",Chiapas,15.670577,-91.897319,1962-06-25,PRESERVED_SPECIMEN,TCWC
1269,Sylvilagus floridanus chiapensis,"Yaxoquintela, 37 km NE Altamirano, 590 m",Chiapas,15.670577,-91.897319,1962-06-25,PRESERVED_SPECIMEN,TCWC
1270,Sylvilagus floridanus chiapensis,"El Real, 34 km NE Altamirano, 580 m",Chiapas,15.690302,-91.964361,1962-06-23,PRESERVED_SPECIMEN,TCWC
1271,Sylvilagus floridanus chiapensis,"El Real, 34 km NE Altamirano, 580 m",Chiapas,15.690302,-91.964361,1962-06-21,PRESERVED_SPECIMEN,TCWC
1272,Sylvilagus floridanus chiapensis,"7 mi WSW Ocozocoautla, 2500 ft",Chiapas,16.723336,-93.472977,1962-05-08,PRESERVED_SPECIMEN,TCWC
1273,Sylvilagus floridanus chiapensis,"10 mi S Zapaluta, 3000 ft",Chiapas,15.121178,-92.583562,1961-03-19,PRESERVED_SPECIMEN,TCWC
1274,Sylvilagus audubonii parvulus,"10 mi S Matehuala, 4800 ft",San Luis Potosí,22.019596,-100.995301,1961-02-24,PRESERVED_SPECIMEN,TCWC
1275,Sylvilagus floridanus chiapensis,"18 mi E Zapaluta, ca 5400 ft",Chiapas,15.266456,-92.312191,1961-03-23,PRESERVED_SPECIMEN,TCWC
1276,Sylvilagus floridanus chiapensis,"1 mi S Zapaluta, 5700 ft",Chiapas,15.252075,-92.583562,1962-04-20,PRESERVED_SPECIMEN,TCWC
1277,Sylvilagus floridanus chiapensis,"18 mi E Zapaluta, ca 5400 ft",Chiapas,15.266456,-92.312191,1961-03-23,PRESERVED_SPECIMEN,TCWC
1278,Sylvilagus floridanus chiapensis,"2 mi SE Zapaluta, 5700 ft",Chiapas,15.246049,-92.562241,1962-04-04,PRESERVED_SPECIMEN,TCWC
1279,Sylvilagus floridanus chiapensis,"10 mi S Zapaluta, 3000 ft",Chiapas,15.121178,-92.583562,1961-03-15,PRESERVED_SPECIMEN,TCWC
1280,Lepus callotis callotis,"5 mi E Omiltemi, 6800 ft",Guerrero,17.556049,-99.610193,1956-12-29,PRESERVED_SPECIMEN,TCWC
1281,Lepus callotis callotis,"5 mi E Omiltemi, 6800 ft",Guerrero,17.556049,-99.610193,1956-12-29,PRESERVED_SPECIMEN,TCWC
1282,Lepus callotis callotis,"5 mi E Omiltemi, 6800 ft",Guerrero,17.556049,-99.610193,1956-12-29,PRESERVED_SPECIMEN,TCWC
1284,Lepus callotis callotis,"12 km NW Axochiapan, 3500 ft",Morelos,18.579143,-98.813253,1949-07-11,PRESERVED_SPECIMEN,TCWC
1285,Sylvilagus floridanus connectens,5 mi SE Oaxaca,Oaxaca,17.000141,-96.672306,1948-07-20,PRESERVED_SPECIMEN,TCWC
1286,Sylvilagus cunicularius cunicularius,"12 km NW Axochiapan, 3500 ft",Morelos,18.579143,-98.813253,1949-08-01,PRESERVED_SPECIMEN,TCWC
1288,Sylvilagus cunicularius cunicularius,"1.5 mi SE Huitzilac, 8000 ft",Morelos,19.040508,-99.221487,1948-08-05,PRESERVED_SPECIMEN,TCWC
1289,Sylvilagus cunicularius cunicularius,"2 mi W Huitzilac, 10000 ft",Morelos,19.055926,-99.268565,1948-07-28,PRESERVED_SPECIMEN,TCWC
1290,Sylvilagus cunicularius cunicularius,"2 mi W Huitzilac, 10000 ft",Morelos,19.055926,-99.268565,1948-07-29,PRESERVED_SPECIMEN,TCWC
1292,Lepus callotis callotis,"2.5 mi S Almolonga, 5600 ft",Guerrero,17.383688,-98.354482,1954-06-29,PRESERVED_SPECIMEN,TCWC
1293,Lepus callotis callotis,"2.5 mi S Almolonga, ca 5600 ft",Guerrero,17.383688,-98.354482,1953-06-27,PRESERVED_SPECIMEN,TCWC
1294,Sylvilagus cunicularius cunicularius,"2.5 mi S Almolonga, ca 5600 ft",Guerrero,17.383688,-98.354482,1953-06-28,PRESERVED_SPECIMEN,TCWC
1295,Sylvilagus cunicularius cunicularius,"2.5 mi S Almolonga, ca 5600 ft",Guerrero,17.383688,-98.354482,1953-06-27,PRESERVED_SPECIMEN,TCWC
1296,Sylvilagus cunicularius cunicularius,"2.5 mi S Almolonga, ca 5600 ft",Guerrero,17.383688,-98.354482,1953-06-27,PRESERVED_SPECIMEN,TCWC
1297,Sylvilagus cunicularius cunicularius,"2.5 mi S Almolonga, ca 5600 ft",Guerrero,17.383688,-98.354482,1953-06-26,PRESERVED_SPECIMEN,TCWC
1298,Sylvilagus cunicularius cunicularius,"2.5 mi S Almolonga, ca 5600 ft",Guerrero,17.383688,-98.354482,1953-06-26,PRESERVED_SPECIMEN,TCWC
1299,Sylvilagus cunicularius cunicularius,"2.5 mi S Almolonga, ca 5600 ft",Guerrero,17.383688,-98.354482,1953-06-26,PRESERVED_SPECIMEN,TCWC
1300,Romerolagus diazi,"Monte Rio Frio, 55 km ESE Mexico City, 12,500 ft",Ciudad de México,19.243501,-98.652143,1942-07-10,PRESERVED_SPECIMEN,TCWC
1302,Sylvilagus cunicularius cunicularius,"1 mi SW Colotlipa, 2700 ft",Guerrero,17.40214,-99.177884,1953-06-30,PRESERVED_SPECIMEN,TCWC
1303,Sylvilagus cunicularius cunicularius,"1 mi SW Colotlipa, 2700 ft",Guerrero,17.40214,-99.177884,1953-06-27,PRESERVED_SPECIMEN,TCWC
1304,Sylvilagus cunicularius cunicularius,"1 mi SW Colotlipa, 2700 ft",Guerrero,17.40214,-99.177884,1953-06-22,PRESERVED_SPECIMEN,TCWC
1305,Lepus callotis callotis,"6 mi W Colotlipa, 2700 ft",Guerrero,17.412401,-99.258545,1953-06-27,PRESERVED_SPECIMEN,TCWC
1306,Lepus callotis callotis,"1 mi W Quechultenango, 3000 ft",Guerrero,17.414252,-99.257452,1953-06-27,PRESERVED_SPECIMEN,TCWC
1307,Lepus callotis callotis,"1 mi SW Colotlipa, 2700 ft",Guerrero,17.40214,-99.177884,1953-06-23,PRESERVED_SPECIMEN,TCWC
1308,Romerolagus diazi,"Monte Rio Frio, 55 km ESE Mexico City, 10,500 ft",Ciudad de México,19.243501,-98.652143,1942-07-02,PRESERVED_SPECIMEN,TCWC
1309,Sylvilagus cunicularius pacificus,"53 km S Tierra Colorada, 500 ft",Guerrero,16.822861,-100.547186,1942-08-03,PRESERVED_SPECIMEN,TCWC
1310,Sylvilagus cunicularius pacificus,"Rio Aguacatillo, 30 km N Acapulco, 1000 ft",Guerrero,17.14334,-99.902977,1942-08-09,PRESERVED_SPECIMEN,TCWC
1311,Sylvilagus cunicularius cunicularius,"Monte Rio Frio, 55 km ESE Mexico City, 10500 ft",Ciudad de México,19.243501,-98.652143,1942-07-03,PRESERVED_SPECIMEN,TCWC
1312,Sylvilagus floridanus orizabae,"13 km NE Tlaxcala, 7800 ft",Tlaxcala,19.499636,-98.078672,1942-07-21,PRESERVED_SPECIMEN,TCWC
1313,Sylvilagus floridanus orizabae,"23 km E Mexico City, 7500 ft",Ciudad de México,19.434034,-98.918418,1942-08-09,PRESERVED_SPECIMEN,TCWC
1314,Romerolagus diazi,"Monte Rio Frio, 45 km ESE Mexico City",Ciudad de México,19.278263,-98.740592,1944-06-26,PRESERVED_SPECIMEN,TCWC
1315,Romerolagus diazi,"Monte Rio Frio, 45 km ESE Mexico City",Ciudad de México,19.278263,-98.740592,1941-06-28,PRESERVED_SPECIMEN,TCWC
1316,Sylvilagus cunicularius cunicularius,"Monte Rio Frio, 45 km ESE Mexico City",Ciudad de México,19.278263,-98.740592,1941-06-27,PRESERVED_SPECIMEN,TCWC
1317,Sylvilagus cunicularius cunicularius,"Monte Rio Frio, 47 km ESE Mexico City",Ciudad de México,19.271314,-98.722902,1941-06-28,PRESERVED_SPECIMEN,TCWC
1318,Sylvilagus floridanus orizabae,"45 km ESE Mexico City, Monte Rio Frio",Ciudad de México,19.278263,-98.740592,1941-06-19,PRESERVED_SPECIMEN,TCWC
1319,Sylvilagus floridanus connectens,5 km N Xalapa,Veracruz,19.589,-96.92155,1941-07-04,PRESERVED_SPECIMEN,TCWC
1320,Sylvilagus floridanus connectens,Puente Nacional,Veracruz,19.324114,-96.482125,1941-07-06,PRESERVED_SPECIMEN,TCWC
1321,Sylvilagus floridanus chapmani,50 mi S Nuevo Laredo,Nuevo León,25.023984,-100.297783,1941-06-18,PRESERVED_SPECIMEN,TCWC
1322,Lepus californicus merriami,Las Delicias,Coahuila,25.3609637,-100.6921349,1946-08-19,PRESERVED_SPECIMEN,FMNH
1323,Lepus californicus merriami,Las Delicias,Coahuila,25.3609637,-100.6921349,1946-08-19,PRESERVED_SPECIMEN,FMNH
1324,Sylvilagus cunicularius cunicularius,Tancitaro,Michoacán,19.3375528,-102.3632391,1941-07-06,PRESERVED_SPECIMEN,FMNH
1325,Sylvilagus cunicularius cunicularius,Tancitaro,Michoacán,19.3375528,-102.3632391,1941-08-05,PRESERVED_SPECIMEN,FMNH
1326,Sylvilagus cunicularius cunicularius,Tancitaro,Michoacán,19.3375528,-102.3632391,1941-06-27,PRESERVED_SPECIMEN,FMNH
1327,Sylvilagus,Chilpancingo,Guerrero,17.5520963,-99.5009379,1941-02-26,PRESERVED_SPECIMEN,FMNH
1328,Sylvilagus floridanus holzneri,Samachique,Chihuahua,27.3015642,-107.5405219,,PRESERVED_SPECIMEN,FMNH
1331,Lepus californicus martirensis,Rosarito,Baja California,32.333332,-117.033333,1902-06-09,PRESERVED_SPECIMEN,FMNH
1333,Sylvilagus brasiliensis truei,Achotal,Veracruz,17.735834,-95.1325,1904-01-17,PRESERVED_SPECIMEN,FMNH
1334,Lepus californicus festinus,"Orizaba, plateau N",Veracruz,18.849722,-97.103615,1904-06-09,PRESERVED_SPECIMEN,FMNH
1335,Lepus californicus festinus,"Orizaba, plateau N",Veracruz,18.849722,-97.103615,1904-05-26,PRESERVED_SPECIMEN,FMNH
1336,Lepus californicus asellus,Jaral,Coahuila,25.5712206,-101.4227135,1904-10-10,PRESERVED_SPECIMEN,FMNH
1338,Sylvilagus floridanus orizabae,Mt Orizaba,Puebla,17.778055,-95.3125,1904-07-04,PRESERVED_SPECIMEN,FMNH
1339,Sylvilagus floridanus yucatanicus,San Felipe,Yucatán,21.5681743,-88.2306683,1893-06-04,PRESERVED_SPECIMEN,FMNH
1340,Sylvilagus floridanus connectens,Xuchil,Veracruz,18.759167,-96.820831,1904-06-15,PRESERVED_SPECIMEN,FMNH
1341,Sylvilagus cunicularius cunicularius,Orizaba,Veracruz,18.849722,-97.103615,1904-06-06,PRESERVED_SPECIMEN,FMNH
1343,Sylvilagus floridanus holzneri,Coyotes,Durango,22.5610521,-104.619363,1904-08-23,PRESERVED_SPECIMEN,FMNH
1344,Sylvilagus cunicularius cunicularius,Xuchil,Veracruz,18.759167,-96.820831,1904-06-15,PRESERVED_SPECIMEN,FMNH
1345,Sylvilagus floridanus holzneri,Coyotes,Durango,22.5610521,-104.619363,1904-07-29,PRESERVED_SPECIMEN,FMNH
1346,Lepus californicus merriami,Sabinas,Coahuila,27.8488581,-101.1205548,1905-01-18,PRESERVED_SPECIMEN,FMNH
1347,Lepus californicus xanti,La Paz,Baja California Sur,24.1672821,-110.3007995,1897-03-17,PRESERVED_SPECIMEN,FMNH
1348,Sylvilagus cunicularius insolitus,"Mazatlan, Presidio Propre",Sinaloa,23.2368197,-106.4158631,1897-03-25,PRESERVED_SPECIMEN,FMNH
1349,Sylvilagus cunicularius cunicularius,Orizaba,Veracruz,18.849722,-97.103615,1904-06-02,PRESERVED_SPECIMEN,FMNH
1350,Sylvilagus floridanus chapmani,Sabinas,Coahuila,27.8488581,-101.1205548,1905-01-08,PRESERVED_SPECIMEN,FMNH
1351,Sylvilagus floridanus chapmani,Sabinas,Coahuila,27.8488581,-101.1205548,1905-01-15,PRESERVED_SPECIMEN,FMNH
1352,Sylvilagus cunicularius cunicularius,Orizaba,Veracruz,18.849722,-97.103615,1904-06-06,PRESERVED_SPECIMEN,FMNH
1353,Sylvilagus cunicularius cunicularius,Orizaba,Veracruz,18.849722,-97.103615,1904-06-02,PRESERVED_SPECIMEN,FMNH
1368,Sylvilagus brasiliensis truei,Achotal,Veracruz,17.735834,-95.1325,1904-01-16,PRESERVED_SPECIMEN,FMNH
1369,Lepus californicus xanti,La Paz,Baja California Sur,24.1672821,-110.3007995,1897-10-18,PRESERVED_SPECIMEN,FMNH
1370,Lepus californicus xanti,La Paz,Baja California Sur,24.1672821,-110.3007995,1897-02-17,PRESERVED_SPECIMEN,FMNH
1372,Sylvilagus cunicularius insolitus,Mazatlan,Sinaloa,23.2368197,-106.4158631,,PRESERVED_SPECIMEN,FMNH
1373,Sylvilagus cunicularius insolitus,Mazatlan,Sinaloa,23.2368197,-106.4158631,1897-02-28,PRESERVED_SPECIMEN,FMNH
1374,Sylvilagus cunicularius insolitus,Mazatlan,Sinaloa,23.2368197,-106.4158631,1897-03-17,PRESERVED_SPECIMEN,FMNH
1375,Sylvilagus cunicularius insolitus,Mazatlan,Sinaloa,23.2368197,-106.4158631,1897-03-03,PRESERVED_SPECIMEN,FMNH
1376,Sylvilagus cunicularius insolitus,Mazatlan,Sinaloa,23.2368197,-106.4158631,1897-02-28,PRESERVED_SPECIMEN,FMNH
1384,Lepus californicus martirensis,Parral,Baja California,30.5501972,-115.0846352,1902-07-05,PRESERVED_SPECIMEN,FMNH
1385,Lepus californicus martirensis,Parral,Baja California,30.5501972,-115.0846352,1902-07-03,PRESERVED_SPECIMEN,FMNH
1386,Lepus californicus martirensis,"San Pedro Martir Mts, Santa Eulalia",Baja California,30.464308,-115.308182,1902-08-23,PRESERVED_SPECIMEN,FMNH
1387,Lepus californicus martirensis,"San Pedro Martir Mts, Santa Eulalia",Baja California,30.464308,-115.308182,1902-08-22,PRESERVED_SPECIMEN,FMNH
1388,Lepus californicus martirensis,"San Pedro Martir Mts, Santa Eulalia",Baja California,30.464308,-115.308182,1902-08-30,PRESERVED_SPECIMEN,FMNH
1389,Lepus californicus martirensis,"San Pedro Martir Mts, Santa Eulalia",Baja California,30.464308,-115.308182,1902-08-30,PRESERVED_SPECIMEN,FMNH
1390,Lepus californicus martirensis,Rosarito,Baja California,32.333332,-117.033333,1902-08-12,PRESERVED_SPECIMEN,FMNH
1392,Sylvilagus audubonii sanctidiegi,El Alamo,Baja California,31.566668,-116.033333,1902-10-27,PRESERVED_SPECIMEN,FMNH
1393,Sylvilagus audubonii sanctidiegi,El Alamo,Baja California,31.566668,-116.033333,1902-10-27,PRESERVED_SPECIMEN,FMNH
1394,Sylvilagus audubonii sanctidiegi,El Alamo,Baja California,31.566668,-116.033333,1902-10-25,PRESERVED_SPECIMEN,FMNH
1395,Sylvilagus audubonii sanctidiegi,El Alamo,Baja California,31.566668,-116.033333,1902-10-28,PRESERVED_SPECIMEN,FMNH
1396,Sylvilagus audubonii sanctidiegi,El Alamo,Baja California,31.566668,-116.033333,1902-10-27,PRESERVED_SPECIMEN,FMNH
1397,Sylvilagus bachmani exiguus,Canon de Rio Salado,Baja California,23.465401,-110.159111,1902-03-11,PRESERVED_SPECIMEN,FMNH
1407,Sylvilagus bachmani exiguus,"San Pedro Martir Mts, Santa Eulalia",Baja California,30.464308,-115.308182,1902-08-26,PRESERVED_SPECIMEN,FMNH
1408,Sylvilagus bachmani exiguus,Rosarito,Baja California,32.333332,-117.033333,1902-08-12,PRESERVED_SPECIMEN,FMNH
1409,Sylvilagus bachmani exiguus,Rosarito,Baja California,32.333332,-117.033333,1902-08-12,PRESERVED_SPECIMEN,FMNH
1410,Sylvilagus bachmani exiguus,Rosarito,Baja California,32.333332,-117.033333,1902-08-12,PRESERVED_SPECIMEN,FMNH
1411,Sylvilagus bachmani exiguus,Rosarito,Baja California,32.333332,-117.033333,1902-08-12,PRESERVED_SPECIMEN,FMNH
1412,Sylvilagus bachmani exiguus,Rosarito,Baja California,32.333332,-117.033333,1902-08-15,PRESERVED_SPECIMEN,FMNH
1413,Sylvilagus bachmani exiguus,Rosarito,Baja California,32.333332,-117.033333,1902-08-11,PRESERVED_SPECIMEN,FMNH
1414,Sylvilagus bachmani exiguus,Rosarito,Baja California,32.333332,-117.033333,1902-08-12,PRESERVED_SPECIMEN,FMNH
1415,Lepus californicus deserticola,Canon Esperanza,Baja California,31.5418128,-115.7013646,1902-03-20,PRESERVED_SPECIMEN,FMNH
1416,Lepus californicus deserticola,Canon Esperanza,Baja California,31.5418128,-115.7013646,1902-03-20,PRESERVED_SPECIMEN,FMNH
1417,Lepus californicus deserticola,San Felipe,Baja California,31.0001755,-114.8679739,1902-04-04,PRESERVED_SPECIMEN,FMNH
1418,Lepus californicus deserticola,San Felipe,Baja California,31.0001755,-114.8679739,1902-03-03,PRESERVED_SPECIMEN,FMNH
1423,Sylvilagus floridanus connectens,Valles Estado,San Luis Potosí,21.9828233,-99.0099288,1902-04-18,PRESERVED_SPECIMEN,FMNH
1424,Sylvilagus floridanus orizabae,Puebla,Puebla,19.043333,-98.19722,1901-05-08,PRESERVED_SPECIMEN,FMNH
1425,Sylvilagus floridanus subcinctus,Ocotlan,Jalisco,20.3517541,-102.7719596,,PRESERVED_SPECIMEN,FMNH
1426,Sylvilagus floridanus subcinctus,Ocotlan,Jalisco,20.3517541,-102.7719596,,PRESERVED_SPECIMEN,FMNH
1429,Sylvilagus floridanus yucatanicus,San Felipe,Yucatán,21.5681743,-88.2306683,1893-04-17,PRESERVED_SPECIMEN,FMNH
1430,Sylvilagus floridanus yucatanicus,San Felipe,Yucatán,21.5681743,-88.2306683,1893-06-06,PRESERVED_SPECIMEN,FMNH
1431,Sylvilagus floridanus yucatanicus,San Felipe,Yucatán,21.5681743,-88.2306683,1893-06-07,PRESERVED_SPECIMEN,FMNH
1432,Sylvilagus floridanus yucatanicus,San Felipe,Yucatán,21.5681743,-88.2306683,1893-06-04,PRESERVED_SPECIMEN,FMNH
1433,Sylvilagus floridanus yucatanicus,San Felipe,Yucatán,21.5681743,-88.2306683,1893-06-05,PRESERVED_SPECIMEN,FMNH
1434,Sylvilagus floridanus chapmani,"Cerro Potosi, near La Jolla Galeana",Nuevo León,24.8690551,-100.2320917,1938-08-01,PRESERVED_SPECIMEN,FMNH
1435,Lepus californicus,,Baja California Sur,27.620058,-114.794881,2017-07-20,HUMAN_OBSERVATION,iNaturalist
1436,Sylvilagus audubonii,,Baja California Sur,27.624053,-114.78279,2015-12-29,HUMAN_OBSERVATION,iNaturalist
1437,Lepus californicus,,Baja California Sur,27.650784,-114.843764,2017-07-20,HUMAN_OBSERVATION,iNaturalist
1438,Lepus californicus,,Baja California Sur,27.716962,-114.929058,2020-10-09,HUMAN_OBSERVATION,iNaturalist
1439,Sylvilagus yucatanicus,,Yucatán,20.706744,-89.594048,2025-10-14,HUMAN_OBSERVATION,iNaturalist
1440,Lepus californicus,,Chihuahua,28.490937,-106.74115,2025-06-11,HUMAN_OBSERVATION,iNaturalist
1441,Lepus altamirae,,Tamaulipas,22.349575,-97.831343,2025-09-28,HUMAN_OBSERVATION,iNaturalist
1442,Lepus californicus,,Baja California Sur,25.930072,-111.3607,2024-09-21,HUMAN_OBSERVATION,iNaturalist
1443,Sylvilagus bachmani exiguus,,Baja California Sur,27.596143,-114.756743,2023-12-30,HUMAN_OBSERVATION,iNaturalist
1444,Lepus californicus,,Baja California Sur,27.619436,-114.793464,2017-12-16,HUMAN_OBSERVATION,iNaturalist
1445,Lepus californicus,,Baja California Sur,24.155103,-110.222428,2022-07-24,HUMAN_OBSERVATION,iNaturalist
1446,Lepus altamirae,,Tamaulipas,22.333758,-97.911683,2024-01-21,HUMAN_OBSERVATION,iNaturalist
1447,Lepus altamirae,,Tamaulipas,22.349426,-97.837882,2024-02-12,HUMAN_OBSERVATION,iNaturalist
1448,Lepus altamirae,,Tamaulipas,22.734963,-98.304584,2024-01-28,HUMAN_OBSERVATION,iNaturalist
1449,Lepus californicus,,San Luis Potosí,22.638528,-100.882128,2025-09-10,HUMAN_OBSERVATION,iNaturalist
1450,Lepus californicus,,Baja California Sur,27.727927,-114.898275,2024-08-07,HUMAN_OBSERVATION,iNaturalist
1451,Lepus californicus,,Baja California Sur,26.384611,-111.465807,2024-08-30,HUMAN_OBSERVATION,iNaturalist
1452,Lepus altamirae,,Tamaulipas,22.54993,-98.153572,2024-03-12,HUMAN_OBSERVATION,iNaturalist
1456,Oryctolagus cuniculus,,Nuevo León,25.287897,-100.009369,2025-10-13,HUMAN_OBSERVATION,iNaturalist
1457,Sylvilagus cunicularius,,Jalisco,20.668357,-105.261203,2025-07-19,HUMAN_OBSERVATION,iNaturalist
1458,Lepus californicus,,Baja California Sur,23.381893,-109.42865,2025-07-03,HUMAN_OBSERVATION,iNaturalist
1459,Lepus californicus,,Hidalgo,19.993894,-99.221698,2025-10-06,HUMAN_OBSERVATION,iNaturalist
1460,Sylvilagus floridanus,,Tamaulipas,23.668824,-98.746689,2025-09-24,HUMAN_OBSERVATION,iNaturalist
1461,Sylvilagus audubonii,,Chihuahua,28.555263,-106.18273,2025-06-14,HUMAN_OBSERVATION,iNaturalist
1462,Lepus californicus,,Tamaulipas,23.682729,-98.748666,2025-09-27,HUMAN_OBSERVATION,iNaturalist
1463,Lepus californicus,,México,19.912809,-99.115778,2024-02-18,HUMAN_OBSERVATION,iNaturalist
1464,Oryctolagus cuniculus domesticus,,Sinaloa,22.597202,-105.456329,2025-10-12,HUMAN_OBSERVATION,iNaturalist
1465,Lepus californicus,,Nuevo León,26.176557,-99.445713,2025-10-11,HUMAN_OBSERVATION,iNaturalist
1466,Lepus californicus,,Zacatecas,23.035142,-103.64552,2024-06-27,HUMAN_OBSERVATION,iNaturalist
1467,Lepus californicus,,Durango,23.40991,-104.163697,2025-07-17,HUMAN_OBSERVATION,iNaturalist
1468,Lepus californicus,,Chihuahua,29.680941,-106.147905,2024-03-05,HUMAN_OBSERVATION,iNaturalist
1469,Sylvilagus floridanus,,Jalisco,20.744355,-103.887051,2025-10-04,HUMAN_OBSERVATION,iNaturalist
1470,Lepus californicus,,Coahuila,25.220617,-103.424652,2025-10-12,HUMAN_OBSERVATION,iNaturalist
1471,Lepus californicus,,Baja California,31.818808,-116.605507,2025-10-01,HUMAN_OBSERVATION,iNaturalist
1472,Sylvilagus floridanus,,Tamaulipas,23.668824,-98.746689,2025-09-23,HUMAN_OBSERVATION,iNaturalist
1473,Sylvilagus audubonii,,Tamaulipas,25.884744,-98.466827,2024-09-11,HUMAN_OBSERVATION,iNaturalist
1474,Lepus californicus,,Chihuahua,28.567633,-106.123745,2025-08-29,HUMAN_OBSERVATION,iNaturalist
1475,Lepus californicus,,México,19.500656,-98.969312,2025-09-21,HUMAN_OBSERVATION,iNaturalist
1476,Lepus californicus,,San Luis Potosí,23.148184,-101.135922,2025-08-19,HUMAN_OBSERVATION,iNaturalist
1477,Lepus californicus,,Baja California Sur,25.958477,-111.372681,2025-10-04,HUMAN_OBSERVATION,iNaturalist
1478,Sylvilagus audubonii,,Chihuahua,28.415349,-105.424929,2025-09-20,HUMAN_OBSERVATION,iNaturalist
1479,Lepus californicus,,Baja California,31.12815,-114.96242,2025-10-06,HUMAN_OBSERVATION,iNaturalist
1480,Sylvilagus floridanus,,Coahuila,25.495633,-100.662291,2008-07-19,HUMAN_OBSERVATION,iNaturalist
1481,Lepus californicus,,Coahuila,28.599404,-100.819172,2025-09-23,HUMAN_OBSERVATION,iNaturalist
1482,Sylvilagus yucatanicus,,Yucatán,21.525542,-88.250947,2025-05-16,HUMAN_OBSERVATION,iNaturalist
1483,Sylvilagus yucatanicus,,Yucatán,21.182376,-89.607346,2024-08-31,HUMAN_OBSERVATION,iNaturalist
1484,Lepus callotis,,Oaxaca,17.526225,-97.375573,2024-07-02,HUMAN_OBSERVATION,iNaturalist
1485,Sylvilagus holzneri,,Durango,23.432653,-104.267806,2018-06-01,HUMAN_OBSERVATION,iNaturalist
1486,Sylvilagus floridanus,,Nuevo León,25.233026,-100.04191,2025-10-05,HUMAN_OBSERVATION,iNaturalist
1487,Lepus callotis,,Oaxaca,17.552,-97.2561,2024-05-11,HUMAN_OBSERVATION,iNaturalist
1488,Sylvilagus cunicularius,,Nayarit,21.042645,-105.237798,2025-10-03,HUMAN_OBSERVATION,iNaturalist
1489,Sylvilagus yucatanicus,,Campeche,19.820085,-90.500029,2023-04-14,HUMAN_OBSERVATION,iNaturalist
1490,Sylvilagus floridanus,,Coahuila,29.323296,-100.951419,2017-06-18,HUMAN_OBSERVATION,iNaturalist
1491,Sylvilagus audubonii,,Baja California,32.015892,-116.869406,2025-09-27,HUMAN_OBSERVATION,iNaturalist
1492,Sylvilagus yucatanicus,,Yucatán,21.233022,-89.253677,2025-01-08,HUMAN_OBSERVATION,iNaturalist
1493,Sylvilagus holzneri,,Durango,25.939508,-106.269478,2014-12-12,HUMAN_OBSERVATION,iNaturalist
1494,Sylvilagus floridanus,,Nuevo León,25.775225,-100.442048,2020-09-18,HUMAN_OBSERVATION,iNaturalist
1495,Oryctolagus cuniculus domesticus,,Tamaulipas,23.715642,-99.168686,2025-09-21,HUMAN_OBSERVATION,iNaturalist
1496,Lepus altamirae,,Tamaulipas,22.331484,-97.843376,2024-02-10,HUMAN_OBSERVATION,iNaturalist
1497,Sylvilagus graysoni,,Nayarit,21.62198,-106.53963,2025-07-08,HUMAN_OBSERVATION,iNaturalist
1498,Lepus californicus,,Coahuila,28.546495,-100.957026,2025-09-16,HUMAN_OBSERVATION,iNaturalist
1499,Sylvilagus audubonii,,Coahuila,27.949004,-101.344417,2025-07-10,HUMAN_OBSERVATION,iNaturalist
1500,Sylvilagus audubonii,,Sonora,29.67502,-110.953282,2025-08-08,HUMAN_OBSERVATION,iNaturalist
1501,Lepus altamirae,,Tamaulipas,22.345493,-97.834378,2024-03-03,HUMAN_OBSERVATION,iNaturalist
1502,Lepus altamirae,,Tamaulipas,22.494554,-97.859537,2024-03-03,HUMAN_OBSERVATION,iNaturalist
1503,Oryctolagus cuniculus,,Tlaxcala,19.307933,-98.244066,2025-09-20,HUMAN_OBSERVATION,iNaturalist
1504,Lepus californicus,,Zacatecas,23.621637,-103.59942,2025-09-03,HUMAN_OBSERVATION,iNaturalist
1505,Sylvilagus floridanus,,Nuevo León,24.797521,-99.539533,2019-11-11,HUMAN_OBSERVATION,iNaturalist
